!	{"ud.punct": 1.0}
"	{"ud.punct": 0.9951397326852977, "ud.sym": 0.004860267314702308}
innocent	{"ud.propn": 0.6, "ud.adj": 0.4}
innovation	{"ud.noun": 1.0}
inoubliable	{"ud.adj": 1.0}
inquiète	{"ud.verb": 1.0}
inquiéter	{"ud.verb": 1.0}
inquiétude	{"ud.noun": 1.0}
inscription	{"ud.noun": 1.0}
inscriptions	{"ud.noun": 1.0}
inscrire	{"ud.verb": 1.0}
inscrit	{"ud.verb": 1.0}
inscrite	{"ud.verb": 1.0}
inscrits	{"ud.verb": 0.875, "ud.adj": 0.125}
inscrivent	{"ud.verb": 1.0}
insecte	{"ud.noun": 1.0}
insectes	{"ud.noun": 1.0}
insee	{"ud.propn": 1.0}
insertion	{"ud.noun": 1.0}
insiste	{"ud.verb": 1.0}
insisté	{"ud.verb": 1.0}
insonorisée	{"ud.verb": 1.0}
inspecteur	{"ud.noun": 1.0}
inspection	{"ud.noun": 1.0}
inspirant	{"ud.verb": 1.0}
inspiration	{"ud.noun": 1.0}
inspire	{"ud.verb": 1.0}
inspiré	{"ud.verb": 0.875, "ud.adj": 0.125}
inspirée	{"ud.verb": 1.0}
inspirées	{"ud.verb": 1.0}
inspirés	{"ud.verb": 1.0}
installation	{"ud.noun": 0.9, "ud.propn": 0.1}
installations	{"ud.noun": 1.0}
installe	{"ud.verb": 1.0}
installent	{"ud.verb": 1.0}
installer	{"ud.verb": 1.0}
installèrent	{"ud.verb": 1.0}
installé	{"ud.verb": 1.0}
installée	{"ud.verb": 1.0}
installés	{"ud.verb": 1.0}
instance	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
instances	{"ud.noun": 1.0}
instant	{"ud.noun": 1.0}
instar	{"ud.noun": 1.0}
instauration	{"ud.noun": 1.0}
instaurer	{"ud.verb": 1.0}
instigateur	{"ud.noun": 1.0}
institut	{"ud.noun": 1.0}
instituteurs	{"ud.noun": 1.0}
institution	{"ud.noun": 0.9230769230769231, "ud.propn": 0.07692307692307693}
institutions	{"ud.noun": 1.0}
instituts	{"ud.noun": 1.0}
instruction	{"ud.noun": 1.0}
instrument	{"ud.noun": 1.0}
instrumentale	{"ud.adj": 1.0}
instruments	{"ud.noun": 1.0}
insuffisante	{"ud.adj": 1.0}
insurgés	{"ud.noun": 1.0}
insurrection	{"ud.noun": 1.0}
insécurité	{"ud.noun": 1.0}
insérer	{"ud.verb": 1.0}
intel	{"ud.propn": 1.0}
intellectuel	{"ud.noun": 1.0}
intellectuelle	{"ud.adj": 1.0}
intellectuels	{"ud.noun": 1.0}
intelligence	{"ud.noun": 0.875, "ud.propn": 0.125}
intendant	{"ud.noun": 1.0}
intense	{"ud.adj": 1.0}
intenses	{"ud.adj": 1.0}
intensité	{"ud.noun": 1.0}
intention	{"ud.noun": 1.0}
intentions	{"ud.noun": 1.0}
inter	{"ud.propn": 1.0}
interaction	{"ud.noun": 1.0}
interactions	{"ud.noun": 1.0}
intercommunale	{"ud.adj": 1.0}
interdiction	{"ud.noun": 1.0}
interdire	{"ud.verb": 1.0}
interdisant	{"ud.verb": 1.0}
interdit	{"ud.verb": 0.8888888888888888, "ud.adj": 0.05555555555555555, "ud.noun": 0.05555555555555555}
interdits	{"ud.noun": 0.6666666666666666, "ud.verb": 0.3333333333333333}
interface	{"ud.noun": 0.8, "ud.propn": 0.2}
interférences	{"ud.noun": 1.0}
intermédiaire	{"ud.noun": 0.875, "ud.adj": 0.125}
intermédiaires	{"ud.adj": 1.0}
international	{"ud.adj": 0.7878787878787878, "ud.propn": 0.18181818181818182, "ud.x": 0.015151515151515152, "ud.noun": 0.015151515151515152}
internationale	{"ud.adj": 0.9857142857142858, "ud.noun": 0.014285714285714285}
internationales	{"ud.adj": 1.0}
internationaux	{"ud.adj": 1.0}
internautes	{"ud.noun": 1.0}
interne	{"ud.adj": 0.8666666666666667, "ud.noun": 0.13333333333333333}
internes	{"ud.adj": 1.0}
internet	{"ud.noun": 0.5, "ud.propn": 0.5}
interpeller	{"ud.verb": 1.0}
interprofessionnel	{"ud.adj": 1.0}
interprète	{"ud.verb": 0.625, "ud.noun": 0.375}
interprétant	{"ud.verb": 1.0}
interprétation	{"ud.noun": 1.0}
interprété	{"ud.verb": 1.0}
interprétée	{"ud.verb": 1.0}
interrogatoire	{"ud.noun": 1.0}
interrogé	{"ud.verb": 1.0}
interrompue	{"ud.verb": 1.0}
intersection	{"ud.noun": 1.0}
interstate	{"ud.propn": 0.5, "ud.noun": 0.5}
intervenants	{"ud.noun": 1.0}
intervenir	{"ud.verb": 1.0}
intervention	{"ud.noun": 1.0}
interventions	{"ud.noun": 1.0}
interviennent	{"ud.verb": 1.0}
intervient	{"ud.verb": 1.0}
interview	{"ud.noun": 1.0}
interviews	{"ud.noun": 1.0}
intime	{"ud.adj": 1.0}
intimes	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
intitule	{"ud.verb": 1.0}
intitulé	{"ud.verb": 0.9473684210526315, "ud.noun": 0.05263157894736842}
intitulée	{"ud.verb": 1.0}
introduction	{"ud.noun": 0.9166666666666666, "ud.x": 0.08333333333333333}
introduire	{"ud.verb": 1.0}
introduisit	{"ud.verb": 1.0}
introduit	{"ud.verb": 1.0}
intègre	{"ud.verb": 1.0}
intègrent	{"ud.verb": 1.0}
intégrale	{"ud.adj": 0.3333333333333333, "ud.noun": 0.6666666666666666}
intégralement	{"ud.adv": 1.0}
intégralité	{"ud.noun": 1.0}
intégration	{"ud.noun": 1.0}
intégrer	{"ud.verb": 1.0}
intégrité	{"ud.noun": 1.0}
intégré	{"ud.verb": 0.75, "ud.adj": 0.25}
intégrée	{"ud.adj": 0.2, "ud.verb": 0.8}
intégrées	{"ud.verb": 0.6666666666666666, "ud.adj": 0.3333333333333333}
intégrés	{"ud.verb": 0.8333333333333334, "ud.adj": 0.16666666666666666}
intéressant	{"ud.adj": 1.0}
intéressants	{"ud.adj": 1.0}
intéresse	{"ud.verb": 1.0}
intéresser	{"ud.verb": 1.0}
intéressé	{"ud.verb": 0.8, "ud.noun": 0.2}
intérieur	{"ud.noun": 0.7, "ud.propn": 0.125, "ud.adj": 0.175}
intérieure	{"ud.adj": 1.0}
intérieures	{"ud.adj": 1.0}
intérim	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
intérimaire	{"ud.adj": 1.0}
intérêt	{"ud.noun": 0.9615384615384616, "ud.propn": 0.038461538461538464}
intérêts	{"ud.noun": 1.0}
inutile	{"ud.adj": 1.0}
inutiles	{"ud.adj": 1.0}
invasion	{"ud.noun": 1.0}
inventaire	{"ud.noun": 1.0}
invention	{"ud.noun": 1.0}
inverse	{"ud.adj": 0.125, "ud.noun": 0.75, "ud.verb": 0.125}
investi	{"ud.verb": 1.0}
investir	{"ud.verb": 1.0}
investissement	{"ud.noun": 1.0}
investissements	{"ud.noun": 1.0}
investisseurs	{"ud.noun": 1.0}
investit	{"ud.verb": 1.0}
invitation	{"ud.noun": 1.0}
invite	{"ud.verb": 0.8888888888888888, "ud.noun": 0.1111111111111111}
invité	{"ud.noun": 0.2857142857142857, "ud.verb": 0.7142857142857143}
invités	{"ud.verb": 0.8333333333333334, "ud.noun": 0.16666666666666666}
inédit	{"ud.adj": 1.0}
inédite	{"ud.adj": 1.0}
irak	{"ud.propn": 1.0}
iran	{"ud.propn": 1.0}
iranien	{"ud.adj": 1.0}
iraniens	{"ud.adj": 0.5, "ud.noun": 0.25, "ud.propn": 0.25}
irish	{"ud.propn": 1.0}
irlandais	{"ud.noun": 0.4, "ud.adj": 0.6}
irlandaise	{"ud.adj": 1.0}
irlande	{"ud.propn": 1.0}
iron	{"ud.propn": 0.8571428571428571, "ud.x": 0.14285714285714285}
irrigation	{"ud.noun": 1.0}
is	{"ud.propn": 1.0}
isabelle	{"ud.propn": 1.0}
islam	{"ud.noun": 1.0}
islamique	{"ud.adj": 0.8333333333333334, "ud.propn": 0.16666666666666666}
islamistes	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
island	{"ud.propn": 1.0}
islandaise	{"ud.adj": 1.0}
islande	{"ud.propn": 1.0}
isolée	{"ud.verb": 1.0}
isolées	{"ud.verb": 1.0}
israélien	{"ud.adj": 1.0}
israéliens	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
israël	{"ud.propn": 1.0}
issu	{"ud.adj": 0.96, "ud.noun": 0.04}
issue	{"ud.noun": 0.68, "ud.adj": 0.32}
issues	{"ud.adj": 1.0}
issus	{"ud.adj": 1.0}
istanbul	{"ud.propn": 1.0}
isère	{"ud.propn": 1.0}
it	{"ud.x": 0.5, "ud.pron": 0.25, "ud.propn": 0.25}
italie	{"ud.propn": 1.0}
italien	{"ud.adj": 0.8095238095238095, "ud.noun": 0.09523809523809523, "ud.propn": 0.09523809523809523}
italienne	{"ud.adj": 0.9411764705882353, "ud.propn": 0.029411764705882353, "ud.noun": 0.029411764705882353}
italiens	{"ud.adj": 0.8333333333333334, "ud.propn": 0.16666666666666666}
itinéraire	{"ud.noun": 1.0}
iv	{"ud.num": 1.0}
ive	{"ud.adj": 1.0}
ivoire	{"ud.propn": 1.0}
ivoirien	{"ud.adj": 1.0}
ivresse	{"ud.noun": 1.0}
ixe	{"ud.adj": 1.0}
j	{"ud.x": 0.5, "ud.pron": 0.16666666666666666, "ud.propn": 0.3333333333333333}
j'	{"ud.pron": 1.0}
j.	{"ud.propn": 1.0}
j.-c.	{"ud.propn": 1.0}
jack	{"ud.propn": 1.0}
jackson	{"ud.propn": 1.0}
jacob	{"ud.propn": 1.0}
jacques	{"ud.propn": 1.0}
jadis	{"ud.adv": 0.6666666666666666, "ud.noun": 0.3333333333333333}
jadów	{"ud.propn": 1.0}
jamais	{"ud.adv": 1.0}
jambes	{"ud.noun": 1.0}
james	{"ud.propn": 1.0}
jan	{"ud.propn": 1.0}
jane	{"ud.propn": 1.0}
janeiro	{"ud.propn": 1.0}
janvier	{"ud.noun": 1.0}
japon	{"ud.propn": 1.0}
japonais	{"ud.noun": 0.391304347826087, "ud.adj": 0.6086956521739131}
japonaise	{"ud.adj": 1.0}
japonaises	{"ud.adj": 1.0}
jar	{"ud.propn": 1.0}
jardin	{"ud.noun": 1.0}
jardins	{"ud.noun": 1.0}
jarvis	{"ud.propn": 1.0}
jason	{"ud.propn": 1.0}
jatropha	{"ud.propn": 1.0}
jaune	{"ud.noun": 0.13333333333333333, "ud.adj": 0.8, "ud.propn": 0.06666666666666667}
jaunes	{"ud.noun": 0.4, "ud.adj": 0.6}
javafx	{"ud.propn": 1.0}
jazz	{"ud.noun": 0.5454545454545454, "ud.propn": 0.36363636363636365, "ud.x": 0.09090909090909091}
je	{"ud.pron": 1.0}
jean	{"ud.propn": 1.0}
jean-baptiste	{"ud.propn": 1.0}
jean-charles	{"ud.propn": 1.0}
jean-christophe	{"ud.propn": 1.0}
jean-claude	{"ud.propn": 1.0}
jean-françois	{"ud.propn": 1.0}
jean-jacques	{"ud.propn": 1.0}
jean-louis	{"ud.propn": 1.0}
jean-luc	{"ud.propn": 1.0}
jean-paul	{"ud.propn": 1.0}
jean-pierre	{"ud.propn": 1.0}
jeanne	{"ud.propn": 1.0}
jerry	{"ud.propn": 1.0}
jersey	{"ud.propn": 1.0}
jesse	{"ud.propn": 1.0}
jessica	{"ud.propn": 1.0}
jet	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
jeter	{"ud.verb": 1.0}
jette	{"ud.verb": 1.0}
jeu	{"ud.noun": 0.9876543209876543, "ud.propn": 0.012345679012345678}
jeudi	{"ud.noun": 1.0}
jeune	{"ud.adj": 0.9027777777777778, "ud.noun": 0.09722222222222222}
jeunes	{"ud.adj": 0.5882352941176471, "ud.noun": 0.4117647058823529}
jeunesse	{"ud.noun": 0.9545454545454546, "ud.propn": 0.045454545454545456}
jeux	{"ud.noun": 1.0}
jim	{"ud.propn": 1.0}
jimmy	{"ud.propn": 1.0}
joan	{"ud.propn": 1.0}
joe	{"ud.propn": 1.0}
johannes	{"ud.propn": 1.0}
john	{"ud.x": 0.02564102564102564, "ud.propn": 0.9743589743589743}
johnson	{"ud.propn": 1.0}
joie	{"ud.noun": 0.7142857142857143, "ud.propn": 0.2857142857142857}
joignant	{"ud.verb": 1.0}
joint	{"ud.verb": 1.0}
joly	{"ud.propn": 1.0}
jon	{"ud.propn": 1.0}
jonathan	{"ud.propn": 1.0}
jones	{"ud.propn": 1.0}
jordan	{"ud.propn": 1.0}
jordanie	{"ud.propn": 1.0}
josef	{"ud.propn": 1.0}
joseph	{"ud.propn": 1.0}
josé	{"ud.propn": 1.0}
joua	{"ud.verb": 1.0}
jouait	{"ud.verb": 1.0}
jouant	{"ud.verb": 1.0}
joue	{"ud.verb": 0.9361702127659575, "ud.noun": 0.06382978723404255}
jouent	{"ud.verb": 1.0}
jouer	{"ud.verb": 1.0}
jouera	{"ud.verb": 1.0}
joueur	{"ud.noun": 1.0}
joueurs	{"ud.noun": 1.0}
joueuse	{"ud.noun": 1.0}
joug	{"ud.noun": 1.0}
jour	{"ud.noun": 1.0}
journal	{"ud.noun": 0.7777777777777778, "ud.propn": 0.16666666666666666, "ud.x": 0.05555555555555555}
journalisme	{"ud.noun": 1.0}
journaliste	{"ud.noun": 1.0}
journalistes	{"ud.noun": 1.0}
journaux	{"ud.noun": 1.0}
journée	{"ud.noun": 0.967741935483871, "ud.propn": 0.03225806451612903}
journées	{"ud.noun": 0.9090909090909091, "ud.propn": 0.09090909090909091}
jours	{"ud.noun": 1.0}
joué	{"ud.verb": 1.0}
jouée	{"ud.verb": 1.0}
joués	{"ud.verb": 1.0}
juan	{"ud.propn": 1.0}
judaïsme	{"ud.noun": 1.0}
judiciaire	{"ud.adj": 1.0}
judiciaires	{"ud.adj": 1.0}
judith	{"ud.propn": 1.0}
juge	{"ud.noun": 0.7777777777777778, "ud.verb": 0.2222222222222222}
jugement	{"ud.noun": 1.0}
juges	{"ud.noun": 1.0}
jugé	{"ud.verb": 1.0}
jugée	{"ud.verb": 1.0}
juif	{"ud.noun": 0.4, "ud.adj": 0.6}
juifs	{"ud.noun": 0.6428571428571429, "ud.propn": 0.2857142857142857, "ud.adj": 0.07142857142857142}
juillet	{"ud.noun": 1.0}
juin	{"ud.noun": 0.9926470588235294, "ud.propn": 0.007352941176470588}
juive	{"ud.adj": 1.0}
juives	{"ud.adj": 1.0}
jules	{"ud.propn": 1.0}
julien	{"ud.propn": 0.75, "ud.adj": 0.25}
jumeaux	{"ud.noun": 1.0}
jument	{"ud.noun": 1.0}
jungle	{"ud.noun": 1.0}
junior	{"ud.adj": 0.7142857142857143, "ud.propn": 0.2857142857142857}
juniors	{"ud.adj": 0.25, "ud.noun": 0.5, "ud.propn": 0.25}
junte	{"ud.noun": 1.0}
jura	{"ud.propn": 0.8333333333333334, "ud.noun": 0.16666666666666666}
juridiction	{"ud.noun": 1.0}
juridictions	{"ud.noun": 1.0}
juridique	{"ud.adj": 1.0}
juridiques	{"ud.adj": 1.0}
jurisprudence	{"ud.noun": 1.0}
jury	{"ud.noun": 1.0}
jus	{"ud.noun": 1.0}
jusqu'	{"ud.adv": 0.9953703703703703, "ud.adp": 0.004629629629629629}
jusque	{"ud.adv": 1.0}
juste	{"ud.adj": 0.13953488372093023, "ud.adv": 0.8604651162790697}
justement	{"ud.adv": 1.0}
justesse	{"ud.noun": 1.0}
justice	{"ud.noun": 0.7692307692307693, "ud.propn": 0.19230769230769232, "ud.x": 0.038461538461538464}
justin	{"ud.propn": 1.0}
jérusalem	{"ud.propn": 1.0}
jérôme	{"ud.propn": 1.0}
jésuites	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
jésus	{"ud.propn": 1.0}
jésus-christ	{"ud.propn": 1.0}
k	{"ud.sym": 0.6923076923076923, "ud.x": 0.15384615384615385, "ud.noun": 0.07692307692307693, "ud.propn": 0.07692307692307693}
k.	{"ud.propn": 1.0}
kabyle	{"ud.adj": 1.0}
kabylie	{"ud.propn": 1.0}
kadhafi	{"ud.propn": 1.0}
kagyu	{"ud.propn": 1.0}
karl	{"ud.propn": 1.0}
kartlow	{"ud.propn": 1.0}
kayak-polo	{"ud.noun": 1.0}
kelly	{"ud.propn": 1.0}
kennedy	{"ud.propn": 1.0}
kenneth	{"ud.propn": 1.0}
kevin	{"ud.propn": 1.0}
kg	{"ud.noun": 1.0}
khan	{"ud.propn": 1.0}
khâlid	{"ud.propn": 1.0}
kiarostami	{"ud.propn": 1.0}
kif	{"ud.noun": 1.0}
kilomètre	{"ud.noun": 1.0}
kilomètres	{"ud.noun": 1.0}
kilos	{"ud.noun": 1.0}
kim	{"ud.propn": 1.0}
king	{"ud.propn": 1.0}
kingston	{"ud.propn": 1.0}
km	{"ud.noun": 1.0}
km/h	{"ud.noun": 1.0}
km2	{"ud.noun": 0.8, "ud.propn": 0.2}
km²	{"ud.noun": 1.0}
knight	{"ud.propn": 1.0}
knik	{"ud.propn": 1.0}
kokawa-dera	{"ud.propn": 1.0}
koku	{"ud.x": 0.5, "ud.noun": 0.5}
korhal	{"ud.propn": 1.0}
kosovo	{"ud.propn": 1.0}
kremlin	{"ud.propn": 1.0}
königsberg	{"ud.propn": 1.0}
l	{"ud.det": 0.625, "ud.propn": 0.125, "ud.x": 0.125, "ud.noun": 0.125}
l'	{"ud.det": 0.9610900832702498, "ud.pron": 0.029220287660862983, "ud.part": 0.009538228614685845, "ud.propn": 0.0001514004542013626}
l.	{"ud.x": 0.5, "ud.propn": 0.5}
la	{"ud.det": 0.9899277647776986, "ud.pron": 0.00946179672398006, "ud.noun": 0.00010173974972021569, "ud.propn": 0.00040695899888086275, "ud.adv": 0.00010173974972021569}
label	{"ud.noun": 1.0}
laboratoire	{"ud.noun": 1.0}
laboratoires	{"ud.noun": 1.0}
lac	{"ud.noun": 0.88, "ud.propn": 0.12}
lacordaire	{"ud.propn": 1.0}
lacroix	{"ud.propn": 1.0}
lacs	{"ud.noun": 0.8571428571428571, "ud.propn": 0.14285714285714285}
lagardère	{"ud.propn": 1.0}
lagunes	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
laine	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
laissant	{"ud.verb": 1.0}
laisse	{"ud.verb": 1.0}
laissent	{"ud.verb": 1.0}
laisser	{"ud.verb": 1.0}
laissé	{"ud.verb": 1.0}
laissés	{"ud.verb": 1.0}
lait	{"ud.noun": 1.0}
lake	{"ud.propn": 1.0}
lakers	{"ud.propn": 1.0}
lambert	{"ud.propn": 1.0}
lame	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
lance	{"ud.verb": 0.6923076923076923, "ud.noun": 0.19230769230769232, "ud.propn": 0.11538461538461539}
lancement	{"ud.noun": 1.0}
lancent	{"ud.verb": 1.0}
lancer	{"ud.verb": 0.7619047619047619, "ud.noun": 0.23809523809523808}
lancera	{"ud.verb": 1.0}
lanceur	{"ud.noun": 1.0}
lancé	{"ud.verb": 1.0}
lancée	{"ud.verb": 1.0}
lancées	{"ud.verb": 1.0}
land	{"ud.noun": 0.6, "ud.propn": 0.4}
landes	{"ud.noun": 0.3333333333333333, "ud.propn": 0.6666666666666666}
landshut	{"ud.propn": 1.0}
lane	{"ud.propn": 1.0}
langage	{"ud.noun": 1.0}
langue	{"ud.noun": 1.0}
languedoc	{"ud.propn": 1.0}
languedoc-roussillon	{"ud.propn": 1.0}
langues	{"ud.noun": 1.0}
lapin	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
laquelle	{"ud.pron": 1.0}
large	{"ud.adj": 0.6060606060606061, "ud.noun": 0.36363636363636365, "ud.adv": 0.030303030303030304}
largement	{"ud.adv": 1.0}
larges	{"ud.adj": 1.0}
largeur	{"ud.noun": 1.0}
larmes	{"ud.noun": 1.0}
larrosa	{"ud.propn": 1.0}
larry	{"ud.propn": 1.0}
larves	{"ud.noun": 1.0}
las	{"ud.det": 1.0}
latence	{"ud.noun": 1.0}
latin	{"ud.noun": 0.5555555555555556, "ud.adj": 0.3888888888888889, "ud.propn": 0.05555555555555555}
latine	{"ud.adj": 1.0}
latéral	{"ud.noun": 0.5714285714285714, "ud.adj": 0.42857142857142855}
latérale	{"ud.adj": 1.0}
latéraux	{"ud.adj": 1.0}
laura	{"ud.propn": 1.0}
laurent	{"ud.propn": 1.0}
lave	{"ud.noun": 1.0}
law	{"ud.propn": 0.6, "ud.noun": 0.4}
laïque	{"ud.adj": 1.0}
le	{"ud.det": 0.9807581849511775, "ud.pron": 0.018308443423319932, "ud.propn": 0.0009333716255025847}
leader	{"ud.noun": 1.0}
leaders	{"ud.noun": 1.0}
leafs	{"ud.propn": 1.0}
league	{"ud.noun": 0.3333333333333333, "ud.propn": 0.4444444444444444, "ud.x": 0.2222222222222222}
lecteur	{"ud.noun": 1.0}
lecteurs	{"ud.noun": 1.0}
lecture	{"ud.noun": 1.0}
lectures	{"ud.noun": 1.0}
lee	{"ud.propn": 1.0}
legend	{"ud.x": 1.0}
leménil-mitry	{"ud.propn": 1.0}
lendemain	{"ud.noun": 1.0}
lens	{"ud.propn": 1.0}
lent	{"ud.adj": 1.0}
lentement	{"ud.adv": 1.0}
lentilles	{"ud.noun": 1.0}
leo	{"ud.propn": 1.0}
leonard	{"ud.propn": 1.0}
lequel	{"ud.pron": 0.9759036144578314, "ud.adj": 0.024096385542168676}
leroy	{"ud.propn": 1.0}
les	{"ud.det": 0.9867876838235294, "ud.pron": 0.013212316176470588}
lesquelles	{"ud.pron": 1.0}
lesquels	{"ud.pron": 1.0}
let	{"ud.propn": 0.6666666666666666, "ud.x": 0.3333333333333333}
lett	{"ud.propn": 1.0}
lettre	{"ud.noun": 0.85, "ud.propn": 0.15}
lettres	{"ud.noun": 1.0}
leur	{"ud.det": 0.8936651583710408, "ud.pron": 0.10633484162895927}
leurs	{"ud.det": 0.9845360824742269, "ud.pron": 0.015463917525773196}
levée	{"ud.noun": 0.4, "ud.verb": 0.6}
lewis	{"ud.propn": 1.0}
leçon	{"ud.noun": 1.0}
leçons	{"ud.noun": 1.0}
león	{"ud.propn": 1.0}
liaison	{"ud.noun": 1.0}
liaisons	{"ud.noun": 1.0}
liban	{"ud.propn": 1.0}
libanais	{"ud.adj": 1.0}
libanaise	{"ud.adj": 0.6666666666666666, "ud.propn": 0.3333333333333333}
liberty	{"ud.propn": 1.0}
liberté	{"ud.noun": 1.0}
libertés	{"ud.noun": 1.0}
librairie	{"ud.noun": 1.0}
libre	{"ud.adj": 1.0}
libres	{"ud.adj": 1.0}
libye	{"ud.propn": 1.0}
libyen	{"ud.adj": 1.0}
libyenne	{"ud.adj": 1.0}
libéral	{"ud.adj": 0.7333333333333333, "ud.noun": 0.2, "ud.propn": 0.06666666666666667}
libérales	{"ud.adj": 1.0}
libération	{"ud.noun": 0.7586206896551724, "ud.propn": 0.2413793103448276}
libérer	{"ud.verb": 1.0}
libéré	{"ud.verb": 1.0}
libérée	{"ud.verb": 0.8, "ud.adj": 0.2}
libérés	{"ud.verb": 1.0}
licence	{"ud.noun": 1.0}
licences	{"ud.noun": 1.0}
lie	{"ud.verb": 0.5714285714285714, "ud.propn": 0.14285714285714285, "ud.x": 0.14285714285714285, "ud.adj": 0.14285714285714285}
lien	{"ud.noun": 1.0}
liens	{"ud.noun": 1.0}
lier	{"ud.verb": 1.0}
lieu	{"ud.noun": 1.0}
lieu-dit	{"ud.noun": 1.0}
lieutenant	{"ud.noun": 1.0}
lieux	{"ud.noun": 1.0}
lightoller	{"ud.propn": 1.0}
ligne	{"ud.noun": 0.9891304347826086, "ud.propn": 0.010869565217391304}
lignes	{"ud.noun": 1.0}
lignée	{"ud.noun": 1.0}
ligue	{"ud.noun": 0.5849056603773585, "ud.propn": 0.41509433962264153}
ligues	{"ud.noun": 1.0}
ligurie	{"ud.propn": 1.0}
lille	{"ud.propn": 1.0}
limbourg	{"ud.propn": 1.0}
limite	{"ud.noun": 0.7894736842105263, "ud.verb": 0.15789473684210525, "ud.adj": 0.05263157894736842}
limiter	{"ud.verb": 1.0}
limites	{"ud.noun": 1.0}
limité	{"ud.verb": 0.6666666666666666, "ud.adj": 0.3333333333333333}
limitée	{"ud.adj": 0.5714285714285714, "ud.verb": 0.42857142857142855}
limités	{"ud.verb": 0.6666666666666666, "ud.adj": 0.3333333333333333}
limoges	{"ud.propn": 1.0}
limousin	{"ud.adj": 0.25, "ud.propn": 0.75}
limousine	{"ud.noun": 1.0}
linguistique	{"ud.adj": 1.0}
linéaire	{"ud.adj": 1.0}
lion	{"ud.noun": 0.36363636363636365, "ud.propn": 0.6363636363636364}
lionel	{"ud.propn": 1.0}
liquide	{"ud.adj": 0.5, "ud.noun": 0.4166666666666667, "ud.propn": 0.08333333333333333}
lire	{"ud.verb": 1.0}
lires	{"ud.noun": 1.0}
lisant	{"ud.verb": 1.0}
lisbonne	{"ud.propn": 1.0}
liste	{"ud.noun": 0.9555555555555556, "ud.propn": 0.022222222222222223, "ud.verb": 0.022222222222222223}
listes	{"ud.noun": 1.0}
lit	{"ud.noun": 0.9285714285714286, "ud.verb": 0.07142857142857142}
litige	{"ud.noun": 1.0}
litres	{"ud.noun": 1.0}
little	{"ud.propn": 0.6666666666666666, "ud.adj": 0.3333333333333333}
littoral	{"ud.noun": 1.0}
littéraire	{"ud.adj": 1.0}
littéraires	{"ud.adj": 1.0}
littéralement	{"ud.adv": 1.0}
littérature	{"ud.noun": 0.9285714285714286, "ud.propn": 0.07142857142857142}
lituanie	{"ud.propn": 1.0}
live	{"ud.propn": 0.23076923076923078, "ud.noun": 0.23076923076923078, "ud.x": 0.15384615384615385, "ud.adj": 0.38461538461538464}
liverpool	{"ud.propn": 1.0}
livraison	{"ud.noun": 1.0}
livre	{"ud.noun": 0.8103448275862069, "ud.propn": 0.10344827586206896, "ud.verb": 0.08620689655172414}
livrer	{"ud.verb": 1.0}
livres	{"ud.noun": 1.0}
livret	{"ud.noun": 1.0}
livré	{"ud.verb": 1.0}
livrés	{"ud.verb": 1.0}
liège	{"ud.propn": 1.0}
lié	{"ud.verb": 1.0}
liée	{"ud.verb": 1.0}
liées	{"ud.verb": 1.0}
liés	{"ud.verb": 0.9090909090909091, "ud.adj": 0.09090909090909091}
liévin	{"ud.propn": 1.0}
lnh	{"ud.propn": 0.6666666666666666, "ud.x": 0.3333333333333333}
local	{"ud.adj": 0.6875, "ud.x": 0.0625, "ud.noun": 0.25}
locale	{"ud.adj": 1.0}
localement	{"ud.adv": 1.0}
locales	{"ud.adj": 1.0}
localité	{"ud.noun": 1.0}
localités	{"ud.noun": 1.0}
location	{"ud.noun": 1.0}
locaux	{"ud.adj": 0.7777777777777778, "ud.noun": 0.2222222222222222}
loge	{"ud.noun": 0.6666666666666666, "ud.verb": 0.3333333333333333}
logement	{"ud.noun": 1.0}
logements	{"ud.noun": 1.0}
loger	{"ud.verb": 1.0}
logiciel	{"ud.noun": 1.0}
logiciels	{"ud.noun": 1.0}
logique	{"ud.noun": 0.8181818181818182, "ud.adj": 0.18181818181818182}
logistique	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
logo	{"ud.noun": 1.0}
logos	{"ud.propn": 0.3333333333333333, "ud.noun": 0.3333333333333333, "ud.x": 0.3333333333333333}
loi	{"ud.noun": 0.9333333333333333, "ud.propn": 0.06666666666666667}
loin	{"ud.adv": 1.0}
loire	{"ud.propn": 1.0}
loire-atlantique	{"ud.propn": 1.0}
loiret	{"ud.propn": 1.0}
lois	{"ud.noun": 0.8571428571428571, "ud.propn": 0.14285714285714285}
loisirs	{"ud.noun": 1.0}
london	{"ud.propn": 1.0}
londres	{"ud.propn": 1.0}
